id,value,languageId,frequencyRank
3643,"leuchten, leuchtet, leuchtete, hat geleuchtet",1,1847
3644,"to shine, to glow",2,
3645,"die Anlage, -n",1,1848
3646,"facility, complex, investment, attachment",2,
3647,"erweitern, erweitert, erweiterte, hat erweitert",1,1849
3648,"to widen, to expand",2,
3649,"erweisen, erweist, erwies, hat erwiesen",1,1850
3650,die Gesundheit,1,1851
3651,health,2,
3652,"zutreffen, trifft zu, traf zu, hat zugetroffen",1,1852
3653,"to be correct, to apply to",2,
3654,"aufführen, führt auf, führte auf, hat aufgeführt",1,1853
3655,to perform,2,
3656,"der Kandidat, -en",1,1854
3657,candidate,2,
3658,"profitieren, profitiert, profitierte, hat profitiert",1,1855
3659,to profit,2,
3660,"die Rechnung, -en",1,1856
3661,"bill, calculation, invoice",2,
3662,"der Übergang, -̈e",1,1857
3663,"crossing, transition",2,
3664,"zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst",1,1858
3665,to summarize,2,
3666,"beeindrucken, beeindruckt, beeindruckte, hat beeindruckt",1,1859
3667,to impress,2,
3668,"einnehmen, nimmt ein, nahm ein, hat eingenommen",1,1860
3669,to take (up/in),2,
3670,"das Loch, -̈er",1,1861
3671,hole,2,
3672,"das Management, -s",1,1862
3673,management,2,
3674,"schwimmen, schwimmt, schwamm, ist geschwommen",1,1863
3675,to swim,2,
3676,"die Erwartung, -en",1,1864
3677,expectation,2,
3678,"beantworten, beantwortet, beantwortete, hat beantwortet",1,1865
3679,"der Beweis, -e",1,1866
3680,"proof, evidence",2,
3681,"der Weltkrieg, -e",1,1867
3682,world war,2,
3683,kompliziert,1,1868
3684,complicated,2,
3685,"die Stirn, -en",1,1869
3686,forehead,2,
3687,"die Behandlung, -en",1,1870
3688,treatment,2,
3689,"der Zahn, -̈e",1,1871
3690,tooth,2,
3691,"aussprechen, spricht aus, sprach aus, hat ausgesprochen",1,1872
3692,"to pronounce, to express",2,
3693,beliebt,1,1873
3694,popular,2,
3695,das Eis,1,1874
3696,"ice, ice cream",2,
3697,komisch,1,1875
3698,funny,2,
3699,westlich,1,1876
3700,"western, west",2,
3701,geistig,1,1877
3702,"intellectual, mental",2,
3703,"die Länge, -n",1,1878
3704,length,2,
3705,unmöglich,1,1879
3706,impossible,2,
3707,optimal,1,1880
3708,"best possible, optimum",2,
3709,"das Wetter, -",1,1881
3710,weather,2,
3711,"ergänzen, ergänzt, ergänzte, hat ergänzt",1,1882
3712,"to add, to complete",2,
3713,voneinander,1,1883
3714,from each other,2,
3715,"auswählen, wählt aus, wählte aus, hat ausgewählt",1,1884
3716,"to choose, to select",2,
3717,"befragen, befragt, befragte, hat befragt",1,1885
3718,"to ask, to question",2,
3719,"rücken, rückt, rückte, hat gerückt",1,1886
3720,"der Anwalt, -̈e",1,1887
3721,"attorney, lawyer",2,
3722,dahinter,1,1888
3723,behind it,2,
3724,"die Stärke, -n",1,1889
3725,strength,2,
3726,"die Ironie, -n",1,1890
3727,irony,2,
3728,"die Ansicht, -en",1,1891
3729,"opinion, view",2,
3730,AG (Aktiengesellschaft),1,1892
3731,"incorporated company, inc.",2,
3732,"ausbilden, bildet aus, bildete aus, hat ausgebildet",1,1893
3733,"to train, to instruct, to educate",2,
3734,empirisch,1,1894
3735,empirical,2,
3736,"die Kombination, -en",1,1895
3737,combination,2,
3738,"die Ermittlung, -en",1,1896
3739,investigation,2,
3740,"das Gedicht, -e",1,1897
3741,poem,2,
3742,"unterhalten (sich), unterhält, unterhielt, hat unterhalten",1,1898
3743,"to amuse oneself, to chat",2,
3744,"die Hochschule, -n",1,1899
3745,"college, university",2,
3746,"die Umsetzung, -en",1,1900
3747,"transfer, implementation",2,
3748,"das Engagement, -s",1,1901
3749,commitment,2,
3750,"erschrecken, erschreckt, erschreckte, hat erschreckt",1,1902
3751,"to frighten, to be startled",2,
3752,"erwerben, erwirbt, erwarb, hat erworben",1,1903
3753,"to acquire, to purchase",2,
3754,"das Wesen, -",1,1904
3755,"being, creature, nature (of sth)",2,
3756,parallel,1,1905
3757,parallel,2,
3758,hierbei,1,1906
3759,"while doing this, on this occasion",2,
3760,"das Schloss, -̈er",1,1907
3761,"lock, castle",2,
3762,"steuern, steuert, steuerte, hat gesteuert",1,1908
3763,"to steer, to control",2,
3764,"das Wunder, -",1,1909
3765,miracle,2,
3766,"der Abschluss, -̈e",1,1910
3767,"end, conclusion, graduation",2,
3768,"irgendwelche (r, s)",1,1911
3769,korrekt,1,1912
3770,correct,2,
3771,die Vorsitzende,1,1913
3772,"verraten, verrät, verriet, hat verraten",1,1914
3773,"to tell a secret, to give away, to betray",2,
3774,"anpassen, passt an, passte an, hat angepasst",1,1915
3775,"to adjust, to adapt",2,
3776,automatisch,1,1916
3777,automatic,2,
3778,die Physik,1,1917
3779,physics,2,
3780,"die Erkrankung, -en",1,1918
3781,spanisch,1,1919
3782,Spanish,2,
3783,"der Teilnehmer, -",1,1920
3784,participant,2,
3785,"die Veranstaltung, -en",1,1921
3786,"vorhaben, hat vor, hatte vor, hat vorgehabt",1,1922
3787,"to have in mind, to be planning, to intend",2,
3788,"verbergen, verbirgt, verbarg, hat verborgen",1,1923
3789,"to hide, to conceal",2,
3790,aha,1,1924
3791,"aha, I see",2,
3792,"malen, malt, malte, hat gemalt",1,1925
3793,to paint,2,
3794,"die Post, -en",1,1926
3795,"mail, post office",2,
3796,"die Seele, -n",1,1927
3797,"soul, mind",2,
3798,"üben, übt, übte, hat geübt",1,1928
3799,to practice,2,
3800,"der August, -e",1,1929
3801,August,2,
3802,"der Knochen, -",1,1930
3803,bone,2,
3804,"das Geräusch, -e",1,1931
3805,"sound, noise",2,
3806,die Gegenwart,1,1932
3807,present,2,
3808,generell,1,1933
3809,"die Aminosäure, -n",1,1934
3810,amino acid,2,
3811,das Marketing,1,1935
3812,marketing,2,
3813,"das Phänomen, -e",1,1936
3814,phenomenon,2,
3815,"der Russe, -n",1,1937
3816,"die Brücke, -n",1,1938
3817,bridge,2,
3818,daneben,1,1939
3819,"beside it, next to it",2,
3820,"das Gewicht, -e",1,1940
3821,weight,2,
3822,"beruhigen, beruhigt, beruhigte, hat beruhigt",1,1941
3823,to calm,2,
3824,ansonsten,1,1942
3825,verrückt,1,1943
3826,"crazy, insane",2,
3827,"versorgen, versorgt, versorgte, hat versorgt",1,1944
3828,"to supply, to provide, to look after",2,
3829,"laden, lädt, lud, hat geladen",1,1945
3830,to load,2,
3831,"der Start, -s",1,1946
3832,"start, takeoff, launch",2,
3833,"wagen, wagt, wagte, hat gewagt",1,1947
3834,"to dare, to risk",2,
3835,weiblich,1,1948
3836,"feminine, female",2,
3837,seitdem,1,1949
3838,since then,2,
3839,"die Treppe, -n",1,1950
3840,stairs,2,
3841,"die Decke, -n",1,1951
3842,"ceiling, blanket",2,
3843,"die Einstellung, -en",1,1952
3844,"attitude, employment",2,
3845,"heiraten, heiratet, heiratete, hat geheiratet",1,1953
3846,to marry,2,
3847,mittels,1,1954
3848,by means of,2,
3849,"der Unfall, -̈e",1,1955
3850,accident,2,
3851,"der Bestandteil, -e",1,1956
3852,"der Regen, -",1,1957
3853,rain,2,
3854,"entschuldigen, entschuldigt, entschuldigte, hat entschuldigt",1,1958
3855,"to excuse, to apologize",2,
3856,"der Fisch, -e",1,1959
3857,fish,2,
3858,"die Medizin, -en",1,1960
3859,medicine,2,
3860,"das Schicksal, -e",1,1961
3861,fate,2,
3862,"aufgehen, geht auf, ging auf, ist aufgegangen",1,1962
3863,"to rise, to open",2,
3864,"das Video, -s",1,1963
3865,video,2,
3866,"zugehen, geht zu, ging zu, ist zugegangen",1,1964
3867,"to approach, to close",2,
3868,durchschnittlich,1,1965
3869,average,2,
3870,"der Strand, -̈e",1,1966
3871,beach,2,
3872,"der Zins, -en",1,1967
3873,"bewerten, bewertet, bewertete, hat bewertet",1,1968
3874,"to assess, to judge",2,
3875,bezüglich,1,1969
3876,regarding,2,
3877,"begeistern, begeistert, begeisterte, hat begeistert",1,1970
3878,"to inspire, to be enthusiastic",2,
3879,"die Ladung, -en",1,1971
3880,"charge, load",2,
3881,äußerst,1,1972
3882,extremely,2,
3883,lustig,1,1973
3884,"funny, enjoyable",2,
3885,potenziell,1,1974
3886,"der Dichter, -",1,1975
3887,"writer, poet",2,
3888,"die Religion, -en",1,1976
3889,religion,2,
3890,religiös,1,1977
3891,religious,2,
3892,nackt,1,1978
3893,"naked, bare",2,
3894,"die Ware, -n",1,1979
3895,goods,2,
3896,beruflich,1,1980
3897,professional,2,
3898,lokal,1,1981
3899,local,2,
3900,"der Standard, -s",1,1982
3901,standard,2,
3902,"der Kanzler, -",1,1983
3903,chancellor,2,
3904,nochmal,1,1984
3905,"auflösen, löst auf, löste auf, hat aufgelöst",1,1985
3906,to dissolve,2,
3907,"aufregen, regt auf, regte auf, hat aufgeregt",1,1986
3908,"to excite, to upset, to annoy",2,
3909,"die Abhängigkeit, -en",1,1987
3910,dependence,2,
3911,"die Einrichtung, -en",1,1988
3912,"institution, furnishings",2,
3913,"vereinigen, vereinigt, vereinigte, hat vereinigt",1,1989
3914,to unite,2,
3915,"vereinbaren, vereinbart, vereinbarte, hat vereinbart",1,1990
3916,to agree,2,
3917,"verschieben, verschiebt, verschob, hat verschoben",1,1991
3918,"to move, to postpone",2,
3919,"bewirken, bewirkt, bewirkte, hat bewirkt",1,1992
3920,"das Bundesland, -̈er",1,1993
3921,"state, province",2,
3922,"erleichtern, erleichtert, erleichterte, hat erleichtert",1,1994
3923,"to relieve, to make easier",2,
3924,"die Institution, -en",1,1995
3925,institution,2,
3926,rechtlich,1,1996
3927,"das Viertel, -",1,1997
3928,"quarter, district",2,
3929,"die Dimension, -en",1,1998
3930,dimension,2,
3931,"das Ei, -er",1,1999
3932,egg,2,
3933,müde,1,2000
3934,tired,2,
3935,"sparen, spart, sparte, hat gespart",1,2001
3936,to save,2,
3937,quasi,1,2002
3938,"almost, virtually",2,
3939,Wiener,1,2003
3940,Viennese,2,
3941,blöd,1,2004
3942,"stupid, dumb",2,
3943,die Soziologie,1,2005
3944,sociology,2,
3945,tätig,1,2006
3946,Afghanistan,1,2007
3947,Afghanistan,2,
3948,"die Flucht, -en",1,2008
3949,"flight, escape",2,
3950,"absehen, sieht ab, sah ab, hat abgesehen",1,2009
3951,"to foresee, to be in sight",2,
3952,Afrika,1,2010
3953,Africa,2,
3954,regional,1,2011
3955,regional,2,
3956,strategisch,1,2012
3957,strategic,2,
3958,exakt,1,2013
3959,"fortsetzen, setzt fort, setzte fort, hat fortgesetzt",1,2014
3960,to continue,2,
3961,"steigern, steigert, steigerte, hat gesteigert",1,2015
3962,"to increase, to raise",2,
3963,"die Übersetzung, -en",1,2016
3964,translation,2,
3965,womöglich,1,2017
3966,"das Argument, -e",1,2018
3967,argument,2,
3968,"berühren, berührt, berührte, hat berührt",1,2019
3969,to touch,2,
3970,"das Kino, -s",1,2020
3971,"cinema, movie theater",2,
3972,"die Dauer, -n",1,2021
3973,"duration, length",2,
3974,"klappen, klappt, klappte, hat geklappt",1,2022
3975,"to fold, to go smoothly, to work (out)",2,
3976,Polen,1,2023
3977,Poland,2,
3978,golden,1,2024
3979,"gold, golden",2,
3980,"klären, klärt, klärte, hat geklärt",1,2025
3981,"to clear up, to clarify, to resolve",2,
3982,sauber,1,2026
3983,clean,2,
3984,"der Bahnhof, -̈e",1,2027
3985,(railway) station,2,
3986,"die Bewertung, -en",1,2028
3987,"assessment, evaluating, evaluation",2,
3988,"die Messung, -en",1,2029
3989,"measuring, measurement",2,
3990,gewaltig,1,2030
3991,"enormous, tremendous, powerful",2,
3992,relevant,1,2031
3993,relevant,2,
3994,Israel,1,2032
3995,Israel,2,
3996,"die Lippe, -n",1,2033
3997,lip,2,
3998,BRD (Bundesrepublik Deutschland),1,2034
3999,Federal Republic (of Germany),2,
4000,"der Charakter, -e",1,2035
4001,character,2,
4002,"antreten, tritt an, trat an, hat angetreten",1,2036
4003,"to take up, to start",2,
4004,"die Lehre, -n",1,2037
4005,"apprenticeship, lesson, doctrine",2,
4006,"aufpassen, passt auf, passte auf, hat aufgepasst",1,2038
4007,"to pay attention, to take care",2,
4008,"die Verletzung, -en",1,2039
4009,injury,2,
4010,CSU (Christlich-Soziale Union),1,2040
4011,CSU,2,
4012,"der Direktor, -en",1,2041
4013,director,2,
4014,"enttäuschen, enttäuscht, enttäuschte, hat enttäuscht",1,2042
4015,to disappoint,2,
4016,"fangen, fängt, fing, hat gefangen",1,2043
4017,to catch,2,
4018,"die Träne, -n",1,2044
4019,tear,2,
4020,damalig,1,2045
4021,at that time,2,
4022,dreißig,1,2046
4023,thirty,2,
4024,mathematisch,1,2047
4025,mathematical,2,
4026,"die Pflicht, -en",1,2048
4027,duty,2,
4028,"realisieren, realisiert, realisierte, hat realisiert",1,2049
4029,"to realize, to bring about",2,
4030,"einrichten, richtet ein, richtete ein, hat eingerichtet",1,2050
4031,to furnish,2,
4032,"der Käufer, -",1,2051
4033,buyer,2,
4034,"das Rennen, -",1,2052
4035,race,2,
4036,"der Täter, -",1,2053
4037,"culprit, perpetrator",2,
4038,"befreien, befreit, befreite, hat befreit",1,2054
4039,to free,2,
4040,"ordnen, ordnet, ordnete, hat geordnet",1,2055
4041,"to arrange, to sort",2,
4042,"die Bezeichnung, -en",1,2056
4043,"name, term",2,
4044,"verteidigen, verteidigt, verteidigte, hat verteidigt",1,2057
4045,to defend,2,
4046,"der Anlass, -̈e",1,2058
4047,"occasion, cause",2,
4048,medial,1,2059
4049,hauptsächlich,1,2060
4050,"mainly, mostly",2,
4051,"der Hersteller, -",1,2061
4052,"manufacturer, producer",2,
4053,normalerweise,1,2062
4054,"normally, usually",2,
4055,"das Motiv, -e",1,2063
4056,motive,2,
4057,"die Auswahl, -en",1,2064
4058,"choice, selection",2,
4059,"markieren, markiert, markierte, hat markiert",1,2065
4060,to mark,2,
4061,mehrfach,1,2066
4062,"multiple, several",2,
4063,"der Rang, -̈e",1,2067
4064,"standing, status",2,
4065,"rennen, rennt, rannte, ist gerannt",1,2068
4066,"herausfinden, findet heraus, fand heraus, hat herausgefunden",1,2069
4067,to find out,2,
4068,nahezu,1,2070
4069,"nearly, almost",2,
4070,"benennen, benennt, benannte, hat benannt",1,2071
4071,to name,2,
4072,"die Schrift, -en",1,2072
4073,"script, handwriting",2,
4074,"die Silbe, -n",1,2073
4075,syllable,2,
4076,"der Anstieg, -e",1,2074
4077,"rise, increase",2,
4078,"die Kurve, -n",1,2075
4079,"curve, turn",2,
4080,"der Auftritt, -e",1,2076
4081,"appearance, entrance",2,
4082,"integrieren, integriert, integrierte, hat integriert",1,2077
4083,to integrate,2,
4084,"die Saga, -s",1,2078
4085,saga,2,
4086,"anmelden, meldet an, meldete an, hat angemeldet",1,2079
4087,"to register, to sign up",2,
4088,gerecht,1,2080
4089,"just, fair",2,
4090,unendlich,1,2081
4091,"endless, infinite",2,
4092,"der Bundestag, -e",1,2082
4093,Bundestag,2,
4094,literarisch,1,2083
4095,literary,2,
4096,"das Bewusstsein, -e",1,2084
4097,consciousness,2,
4098,"die Stiftung, -en",1,2085
4099,"foundation, institute, donation",2,
4100,"die Erhöhung, -en",1,2086
4101,increase,2,
4102,"die GmbH, -s",1,2087
4103,"limited liability company, Ltd",2,
4104,ungewöhnlich,1,2088
4105,unusual,2,
4106,"das Fest, -e",1,2089
4107,"festival, celebration",2,
4108,"die Anforderung, -en",1,2090
4109,"requirement, demand, standard",2,
4110,männlich,1,2091
4111,male,2,
4112,"das Training, -s",1,2092
4113,training,2,
4114,"vorgehen, geht vor, ging vor, ist vorgegangen",1,2093
4115,"to go on, to go ahead, to be fast, to have priority",2,
4116,die Arbeitslosigkeit,1,2094
4117,unemployment,2,
4118,"das Brot, -e",1,2095
4119,bread,2,
4120,"die Geburt, -en",1,2096
4121,birth,2,
4122,der Hunger,1,2097
4123,hunger,2,
4124,jüdisch,1,2098
4125,Jewish,2,
4126,"das Umfeld, -er",1,2099
4127,"milieu, environment",2,
4128,allzu,1,2100
4129,overly,2,
4130,"der Graf, -en",1,2101
4131,"count, earl",2,
4132,Indien,1,2102
4133,India,2,
4134,"lohnen (sich), lohnt, lohnte, hat gelohnt",1,2103
4135,to be worth it,2,
4136,optisch,1,2104
4137,"optical, visual",2,
4138,militärisch,1,2105
4139,military,2,
4140,"die Mühe, -n",1,2106
4141,"effort, trouble",2,
4142,"unterbrechen, unterbricht, unterbrach, hat unterbrochen",1,2107
4143,to interrupt,2,
4144,grundlegend,1,2108
4145,"basic, fundamental",2,
4146,"das Boot, -e",1,2109
4147,boat,2,
4148,"das Dutzend, -e",1,2110
4149,dozen,2,
4150,"zurückziehen, zieht zurück, zog zurück, hat zurückgezogen",1,2111
4151,to withdraw,2,
4152,"klopfen, klopft, klopfte, hat geklopft",1,2112
4153,"to knock, to beat",2,
4154,"nachweisen, weist nach, wies nach, hat nachgewiesen",1,2113
4155,"die Wolke, -n",1,2114
4156,cloud,2,
4157,"aufmachen, macht auf, machte auf, hat aufgemacht",1,2115
4158,"kennzeichnen, kennzeichnet, kennzeichnete, hat gekennzeichnet",1,2116
4159,"to characterize, to mark",2,
4160,die Jugend,1,2117
4161,youth,2,
4162,"wundern (sich), wundert, wunderte, hat gewundert",1,2118
4163,"to be surprised, to wonder",2,
4164,"die Interpretation, -en",1,2119
4165,interpretation,2,
4166,"die Leber, -n",1,2120
4167,liver,2,
4168,"die Stellung, -en",1,2121
4169,"position, standing",2,
4170,"aufheben, hebt auf, hob auf, hat aufgehoben",1,2122
4171,"to pick up, to keep, to lift",2,
4172,"die Belastung, -en",1,2123
4173,"load, strain",2,
4174,heilig,1,2124
4175,holy,2,
4176,"der Umfang, -̈e",1,2125
4177,"circumference, size, extent, length",2,
4178,"die Beobachtung, -en",1,2126
4179,observation,2,
4180,"erfinden, erfindet, erfand, hat erfunden",1,2127
4181,to invent,2,
4182,"erfordern, erfordert, erforderte, hat erfordert",1,2128
4183,"to require, to demand",2,
4184,"der Gebrauch, -̈e",1,2129
4185,"der Landtag, -e",1,2130
4186,"der Verkehr, -e",1,2131
4187,traffic,2,
4188,"aufhalten, hält auf, hielt auf, hat aufgehalten",1,2132
4189,"to stop, to hold up, to delay",2,
4190,"schneiden, schneidet, schnitt, hat geschnitten",1,2133
4191,to cut,2,
4192,"der Kauf, -̈e",1,2134
4193,purchase,2,
4194,"das Öl, -e",1,2135
4195,oil,2,
4196,"der Betrag, -̈e",1,2136
4197,amount,2,
4198,"herauskommen, kommt heraus, kam heraus, ist herausgekommen (rauskommen)",1,2137
4199,to come out,2,
4200,"das Fahrrad, -̈er",1,2138
4201,bicycle,2,
4202,"die Koordination, -en",1,2139
4203,coordination,2,
4204,"die Nutzung, -en",1,2140
4205,"der Park, -s",1,2141
4206,park,2,
4207,"resultieren, resultiert, resultierte, hat resultiert",1,2142
4208,to result,2,
4209,"schmecken, schmeckt, schmeckte, hat geschmeckt",1,2143
4210,to taste,2,
4211,"starren, starrt, starrte, hat gestarrt",1,2144
4212,to stare,2,
4213,"verpassen, verpasst, verpasste, hat verpasst",1,2145
4214,to miss,2,
4215,"vorwerfen, wirft vor, warf vor, hat vorgeworfen",1,2146
4216,"to accuse, to reproach",2,
4217,"der Bauch, -̈e",1,2147
4218,belly,2,
4219,"der Verkauf, -̈e",1,2148
4220,sale,2,
4221,"die Vorbereitung, -en",1,2149
4222,preparation,2,
4223,"ausrichten, richtet aus, richtete aus, hat ausgerichtet",1,2150
4224,"to tell, to align, to line up, to send",2,
4225,"rühren, rührt, rührte, hat gerührt",1,2151
4226,"to stir, to move",2,
4227,"der Trend, -s",1,2152
4228,trend,2,
4229,"aktivieren, aktiviert, aktivierte, hat aktiviert",1,2153
4230,"to mobilize, to activate",2,
4231,"der Mechanismus, -en",1,2154
4232,mechanism,2,
4233,"der Nutzen, -",1,2155
4234,"benefit, profit, use",2,
4235,"die Hose, -n",1,2156
4236,"trousers, pants",2,
4237,"lügen, lügt, log, hat gelogen",1,2157
4238,to (tell a) lie,2,
4239,"ansetzen, setzt an, setzte an, hat angesetzt",1,2158
4240,"to position, to estimate, to fix",2,
4241,arabisch,1,2159
4242,"Arabian, Arabic",2,
4243,Arabic,2,
4244,"mischen, mischt, mischte, hat gemischt",1,2160
4245,"to mix, to blend",2,
4246,"beruhen, beruht, beruhte, hat beruht",1,2161
4247,to be based,2,
4248,Japan,1,2162
4249,Japan,2,
4250,"die City, -s",1,2163
4251,city center,2,
4252,"die Klausur, -en",1,2164
4253,exam,2,
4254,innen,1,2165
4255,inside,2,
4256,"die Membran, -en",1,2166
4257,membrane,2,
4258,"das Metall, -e",1,2167
4259,metal,2,
4260,"das Netzwerk, -e",1,2168
4261,network,2,
4262,systematisch,1,2169
4263,systematic,2,
4264,"die Technologie, -n",1,2170
4265,technology,2,
4266,"die Trennung, -en",1,2171
4267,separation,2,
4268,"die E-Mail, -s",1,2172
4269,"mitmachen, macht mit, machte mit, hat mitgemacht",1,2173
4270,"to join in, to take part",2,
4271,"der Manager, -",1,2174
4272,manager,2,
4273,"die Oma, -s",1,2175
4274,grandma,2,
4275,"die Umfrage, -n",1,2176
4276,survey,2,
4277,"die Operation, -en",1,2177
4278,"operation, surgery",2,
4279,"die Probe, -n",1,2178
4280,"sample, test, rehearsal",2,
4281,"bedienen, bedient, bediente, hat bedient",1,2179
4282,"to serve, to operate",2,
4283,der Mut,1,2180
4284,courage,2,
4285,nachhaltig,1,2181
4286,"lasting, sustainable",2,
4287,"zusehen, sieht zu, sah zu, hat zugesehen",1,2182
4288,to watch,2,
4289,"bevorzugen, bevorzugt, bevorzugte, hat bevorzugt",1,2183
4290,to prefer,2,
4291,hierzu,1,2184
4292,"with it, concerning this",2,
4293,"der Fischer, -",1,2185
4294,fisherman,2,
4295,"der Ruf, -e",1,2186
4296,"reputation, call",2,
4297,"die Überlegung, -en",1,2187
